Order,Latitude,Longitude,Elevation,Date Created,Distance from Start,Distance from Last,Bearing,Speed
58,37.23,-80.4256256,617,11/11/2021 03:23:18 PM,0.026,0,0,0
59,37.23,-80.4256256,617,11/11/2021 03:23:19 PM,0.026,0,0,0
60,37.2300032,-80.4256256,617,11/11/2021 03:23:20 PM,0.027,0,0,1.28
61,37.230016,-80.4256512,616,11/11/2021 03:23:21 PM,0.029,0.003,302,9.63
62,37.2300352,-80.4256768,616,11/11/2021 03:23:22 PM,0.032,0.003,313,11.2
63,37.2300576,-80.4257024,616,11/11/2021 03:23:23 PM,0.036,0.003,318,12.12
64,37.2300768,-80.4257344,617,11/11/2021 03:23:24 PM,0.039,0.004,307,12.76
65,37.2300864,-80.4257728,616,11/11/2021 03:23:25 PM,0.043,0.004,287,12.82
66,37.2300864,-80.4258112,617,11/11/2021 03:23:26 PM,0.046,0.003,270,12.23
67,37.2300768,-80.4258496,617,11/11/2021 03:23:27 PM,0.05,0.004,253,12.82
68,37.2300576,-80.4258816,617,11/11/2021 03:23:28 PM,0.053,0.004,233,12.76
69,37.2300288,-80.4259264,617,11/11/2021 03:23:29 PM,0.058,0.005,231,18.34
70,37.23,-80.4259712,618,11/11/2021 03:23:30 PM,0.064,0.005,231,18.34
71,37.2299616,-80.4260224,617,11/11/2021 03:23:31 PM,0.07,0.006,227,22.4
72,37.2299232,-80.42608,617,11/11/2021 03:23:32 PM,0.076,0.007,230,23.93
73,37.2298912,-80.4261248,617,11/11/2021 03:23:33 PM,0.082,0.005,228,19.17
74,37.2298624,-80.4261696,617,11/11/2021 03:23:34 PM,0.087,0.005,231,18.34
75,37.2298272,-80.426208,618,11/11/2021 03:23:35 PM,0.092,0.005,221,18.65
76,37.2297856,-80.42624,618,11/11/2021 03:23:36 PM,0.097,0.005,211,19.51
77,37.229744,-80.4262464,618,11/11/2021 03:23:37 PM,0.102,0.005,187,16.77
78,37.2297056,-80.42624,618,11/11/2021 03:23:38 PM,0.106,0.004,172,15.5
79,37.2296672,-80.4262144,618,11/11/2021 03:23:39 PM,0.111,0.005,152,17.39
80,37.2296384,-80.4261888,618,11/11/2021 03:23:40 PM,0.115,0.004,145,14.11
81,37.2296096,-80.4261504,618,11/11/2021 03:23:41 PM,0.12,0.005,133,16.8
82,37.2295808,-80.4260992,618,11/11/2021 03:23:42 PM,0.125,0.006,125,19.97
83,37.229552,-80.4260544,618,11/11/2021 03:23:43 PM,0.13,0.005,129,18.34
84,37.2295392,-80.4260096,618,11/11/2021 03:23:44 PM,0.135,0.004,110,15.16
85,37.2295424,-80.4259584,618,11/11/2021 03:23:45 PM,0.139,0.005,86,16.36
86,37.2295584,-80.4259136,618,11/11/2021 03:23:46 PM,0.144,0.004,66,15.64
87,37.2295776,-80.4258816,619,11/11/2021 03:23:47 PM,0.147,0.004,53,12.76
88,37.2296032,-80.4258368,619,11/11/2021 03:23:48 PM,0.152,0.005,54,17.56
89,37.229632,-80.425792,618,11/11/2021 03:23:49 PM,0.157,0.005,51,18.34
90,37.2296608,-80.4257408,618,11/11/2021 03:23:50 PM,0.163,0.006,55,19.97
91,37.2296896,-80.4257152,617,11/11/2021 03:23:51 PM,0.167,0.004,35,14.11
92,37.2297216,-80.4256768,617,11/11/2021 03:23:52 PM,0.171,0.005,44,17.7
93,37.2297472,-80.4256448,618,11/11/2021 03:23:53 PM,0.175,0.004,45,14.45
94,37.229776,-80.4256192,618,11/11/2021 03:23:54 PM,0.179,0.004,35,14.11
95,37.2298048,-80.4256064,617,11/11/2021 03:23:55 PM,0.183,0.003,19,12.22
96,37.2298304,-80.4256,618,11/11/2021 03:23:56 PM,0.186,0.003,11,10.44
97,37.2298592,-80.4256128,618,11/11/2021 03:23:57 PM,0.189,0.003,341,12.22
98,37.2298816,-80.4256384,618,11/11/2021 03:23:58 PM,0.192,0.003,318,12.12
99,37.2299072,-80.4256512,618,11/11/2021 03:23:59 PM,0.196,0.003,338,11.02
100,37.229936,-80.425664,618,11/11/2021 03:24:00 PM,0.199,0.003,341,12.22
101,37.2299584,-80.4256832,618,11/11/2021 03:24:01 PM,0.202,0.003,326,10.85
102,37.2299776,-80.4257024,618,11/11/2021 03:24:02 PM,0.205,0.003,321,9.82
103,37.2299968,-80.425728,618,11/11/2021 03:24:03 PM,0.208,0.003,313,11.2
104,37.2300224,-80.4257664,618,11/11/2021 03:24:04 PM,0.212,0.004,310,15.95
105,37.2300448,-80.4258048,618,11/11/2021 03:24:05 PM,0.216,0.004,306,15.16
106,37.2300576,-80.425856,618,11/11/2021 03:24:06 PM,0.221,0.005,287,17.09
107,37.230048,-80.4259008,617,11/11/2021 03:24:07 PM,0.225,0.004,255,14.78
108,37.2300256,-80.4259584,617,11/11/2021 03:24:08 PM,0.231,0.006,244,20.42
109,37.2299872,-80.4260032,618,11/11/2021 03:24:09 PM,0.237,0.006,223,20.97
110,37.2299584,-80.426048,618,11/11/2021 03:24:10 PM,0.242,0.005,231,18.34
111,37.22992,-80.4260928,618,11/11/2021 03:24:11 PM,0.248,0.006,223,20.97
112,37.2298848,-80.4261504,618,11/11/2021 03:24:12 PM,0.254,0.006,232,23.13
113,37.2298432,-80.4261952,617,11/11/2021 03:24:13 PM,0.26,0.006,221,21.92
114,37.229808,-80.42624,618,11/11/2021 03:24:14 PM,0.266,0.006,225,20.05
115,37.2297664,-80.4262784,617,11/11/2021 03:24:15 PM,0.271,0.006,216,20.65
116,37.229728,-80.4262784,617,11/11/2021 03:24:16 PM,0.276,0.004,180,15.36
117,37.2296864,-80.4262592,617,11/11/2021 03:24:17 PM,0.281,0.005,160,17.73
118,37.229648,-80.4262336,618,11/11/2021 03:24:18 PM,0.286,0.005,152,17.39
119,37.2296192,-80.4262016,618,11/11/2021 03:24:19 PM,0.29,0.004,139,15.38
120,37.229584,-80.4261696,618,11/11/2021 03:24:20 PM,0.295,0.005,144,17.38
121,37.2295488,-80.4261312,618,11/11/2021 03:24:21 PM,0.3,0.005,139,18.65
122,37.2295232,-80.4260992,620,11/11/2021 03:24:22 PM,0.304,0.004,135,14.45
123,37.229504,-80.4260544,620,11/11/2021 03:24:23 PM,0.308,0.005,118,16.21
124,37.229504,-80.4260032,620,11/11/2021 03:24:24 PM,0.313,0.005,90,16.31
125,37.2295136,-80.4259648,620,11/11/2021 03:24:25 PM,0.316,0.004,73,12.82
126,37.2295328,-80.42592,620,11/11/2021 03:24:26 PM,0.321,0.005,62,16.21
127,37.2295648,-80.4258752,620,11/11/2021 03:24:27 PM,0.326,0.005,48,19.17
128,37.2295936,-80.425824,620,11/11/2021 03:24:28 PM,0.332,0.006,55,19.97
129,37.2296288,-80.4257792,620,11/11/2021 03:24:29 PM,0.337,0.006,45,20.05
130,37.2296608,-80.4257344,620,11/11/2021 03:24:30 PM,0.343,0.005,48,19.17
131,37.2296896,-80.425696,620,11/11/2021 03:24:31 PM,0.347,0.005,47,16.8
132,37.2297216,-80.425664,620,11/11/2021 03:24:32 PM,0.352,0.005,39,16.36
133,37.2297472,-80.4256384,620,11/11/2021 03:24:33 PM,0.356,0.004,39,13.09
134,37.2297696,-80.4256128,619,11/11/2021 03:24:34 PM,0.359,0.003,42,12.12
135,37.2298016,-80.4256064,620,11/11/2021 03:24:35 PM,0.362,0.004,9,12.96
136,37.2298304,-80.4256128,620,11/11/2021 03:24:36 PM,0.366,0.003,350,11.7
137,37.2298624,-80.4256384,620,11/11/2021 03:24:37 PM,0.37,0.004,328,15.18
138,37.2298848,-80.425664,620,11/11/2021 03:24:38 PM,0.373,0.003,318,12.12
139,37.2299104,-80.4256896,619,11/11/2021 03:24:39 PM,0.377,0.004,321,13.09
140,37.2299424,-80.4257216,619,11/11/2021 03:24:40 PM,0.382,0.005,321,16.36
141,37.2299808,-80.4257408,619,11/11/2021 03:24:41 PM,0.386,0.005,338,16.53
142,37.2300096,-80.4257792,619,11/11/2021 03:24:42 PM,0.391,0.005,313,16.8
143,37.2300416,-80.4258176,620,11/11/2021 03:24:43 PM,0.396,0.005,316,17.7
144,37.2300448,-80.4258624,619,11/11/2021 03:24:44 PM,0.4,0.004,275,14.33
145,37.2300288,-80.42592,619,11/11/2021 03:24:45 PM,0.405,0.005,251,19.43
146,37.2299968,-80.4259712,620,11/11/2021 03:24:46 PM,0.411,0.006,232,20.73
147,37.2299584,-80.4260224,620,11/11/2021 03:24:47 PM,0.417,0.006,227,22.4
148,37.22992,-80.42608,621,11/11/2021 03:24:48 PM,0.424,0.007,230,23.93
149,37.2298848,-80.4261312,621,11/11/2021 03:24:49 PM,0.43,0.006,229,21.55
150,37.2298464,-80.4261888,620,11/11/2021 03:24:50 PM,0.436,0.007,230,23.93
151,37.2298176,-80.4262336,620,11/11/2021 03:24:51 PM,0.441,0.005,231,18.34
152,37.2297824,-80.4262784,621,11/11/2021 03:24:52 PM,0.447,0.006,225,20.05
153,37.229744,-80.4262976,620,11/11/2021 03:24:53 PM,0.452,0.005,202,16.53
154,37.2297024,-80.4262976,621,11/11/2021 03:24:54 PM,0.456,0.005,180,16.64
155,37.2296608,-80.426272,622,11/11/2021 03:24:55 PM,0.461,0.005,154,18.53
156,37.2296256,-80.42624,622,11/11/2021 03:24:56 PM,0.466,0.005,144,17.38
157,37.2295904,-80.426208,622,11/11/2021 03:24:57 PM,0.471,0.005,144,17.38
158,37.229552,-80.4261632,622,11/11/2021 03:24:58 PM,0.477,0.006,137,20.97
159,37.2295232,-80.4261248,623,11/11/2021 03:24:59 PM,0.481,0.005,133,16.8
160,37.2294976,-80.42608,623,11/11/2021 03:25:00 PM,0.486,0.005,126,17.56
161,37.229488,-80.4260352,623,11/11/2021 03:25:01 PM,0.49,0.004,105,14.78
162,37.229488,-80.4259904,623,11/11/2021 03:25:02 PM,0.494,0.004,90,14.27
163,37.2295072,-80.4259392,623,11/11/2021 03:25:03 PM,0.499,0.005,65,18.03
164,37.2295392,-80.4258944,623,11/11/2021 03:25:04 PM,0.505,0.005,48,19.17
165,37.229568,-80.425856,622,11/11/2021 03:25:05 PM,0.509,0.005,47,16.8
166,37.2296032,-80.4258112,622,11/11/2021 03:25:06 PM,0.515,0.006,45,20.05
167,37.2296384,-80.4257664,621,11/11/2021 03:25:07 PM,0.521,0.006,45,20.05
168,37.2296768,-80.4257216,621,11/11/2021 03:25:08 PM,0.526,0.006,43,20.97
169,37.2297088,-80.4256896,621,11/11/2021 03:25:09 PM,0.531,0.005,39,16.36
170,37.2297408,-80.4256576,621,11/11/2021 03:25:10 PM,0.535,0.005,39,16.36
171,37.2297696,-80.4256384,620,11/11/2021 03:25:11 PM,0.539,0.004,28,13.04
172,37.2298048,-80.4256384,620,11/11/2021 03:25:12 PM,0.543,0.004,0,14.08
173,37.22984,-80.4256512,620,11/11/2021 03:25:13 PM,0.547,0.004,344,14.66
174,37.2298688,-80.425664,620,11/11/2021 03:25:14 PM,0.55,0.003,341,12.22
175,37.2299008,-80.4256832,620,11/11/2021 03:25:15 PM,0.554,0.004,334,14.19
176,37.2299296,-80.4257024,620,11/11/2021 03:25:16 PM,0.558,0.004,332,13.04
177,37.2299616,-80.425728,620,11/11/2021 03:25:17 PM,0.562,0.004,328,15.18
178,37.2299904,-80.4257536,620,11/11/2021 03:25:18 PM,0.566,0.004,325,14.11
179,37.2300192,-80.425792,620,11/11/2021 03:25:19 PM,0.571,0.005,313,16.8
180,37.2300416,-80.4258368,619,11/11/2021 03:25:20 PM,0.576,0.005,302,16.85
181,37.2300608,-80.425856,619,11/11/2021 03:25:21 PM,0.578,0.003,321,9.82
182,37.2300672,-80.425888,619,11/11/2021 03:25:22 PM,0.581,0.003,284,10.51
183,37.2300576,-80.4259136,618,11/11/2021 03:25:23 PM,0.584,0.003,245,9.01
184,37.2300384,-80.425952,619,11/11/2021 03:25:24 PM,0.588,0.004,238,14.44
185,37.2300064,-80.4259776,619,11/11/2021 03:25:25 PM,0.592,0.004,212,15.18
186,37.2299776,-80.4260224,619,11/11/2021 03:25:26 PM,0.597,0.005,231,18.34
187,37.2299424,-80.4260608,619,11/11/2021 03:25:27 PM,0.602,0.005,221,18.65
188,37.2299072,-80.426112,620,11/11/2021 03:25:28 PM,0.608,0.006,229,21.55
189,37.2298752,-80.4261568,620,11/11/2021 03:25:29 PM,0.614,0.005,228,19.17
190,37.2298432,-80.4261952,620,11/11/2021 03:25:30 PM,0.618,0.005,224,17.7
191,37.2298176,-80.42624,620,11/11/2021 03:25:31 PM,0.623,0.005,234,17.56
192,37.2297856,-80.4262784,621,11/11/2021 03:25:32 PM,0.628,0.005,224,17.7
193,37.2297472,-80.4262976,621,11/11/2021 03:25:33 PM,0.633,0.005,202,16.53
194,37.2297024,-80.4262976,621,11/11/2021 03:25:34 PM,0.638,0.005,180,17.92
195,37.2296608,-80.4262848,622,11/11/2021 03:25:35 PM,0.643,0.005,166,17.13
196,37.2296224,-80.4262528,622,11/11/2021 03:25:36 PM,0.648,0.005,146,18.44
197,37.2295808,-80.4262144,622,11/11/2021 03:25:37 PM,0.653,0.006,144,20.65
198,37.2295456,-80.426176,622,11/11/2021 03:25:38 PM,0.659,0.005,139,18.65
199,37.2295104,-80.4261312,623,11/11/2021 03:25:39 PM,0.664,0.006,135,20.05
200,37.229488,-80.42608,622,11/11/2021 03:25:40 PM,0.669,0.005,119,18.61
201,37.2294848,-80.4260224,621,11/11/2021 03:25:41 PM,0.674,0.005,94,18.39
202,37.2294912,-80.4259712,621,11/11/2021 03:25:42 PM,0.679,0.005,81,16.51
203,37.2295136,-80.4259264,621,11/11/2021 03:25:43 PM,0.684,0.005,58,16.85
204,37.2295424,-80.4258816,621,11/11/2021 03:25:44 PM,0.689,0.005,51,18.34
205,37.2295776,-80.4258368,621,11/11/2021 03:25:45 PM,0.694,0.006,45,20.05
206,37.2296064,-80.4257984,621,11/11/2021 03:25:46 PM,0.699,0.005,47,16.8
207,37.2296384,-80.42576,621,11/11/2021 03:25:47 PM,0.704,0.005,44,17.7
208,37.2296704,-80.4257216,621,11/11/2021 03:25:48 PM,0.709,0.005,44,17.7
209,37.2297056,-80.4256832,621,11/11/2021 03:25:49 PM,0.714,0.005,41,18.65
210,37.2297376,-80.4256512,621,11/11/2021 03:25:50 PM,0.719,0.005,39,16.36
211,37.2297696,-80.4256384,621,11/11/2021 03:25:51 PM,0.722,0.004,18,13.43
212,37.229808,-80.4256384,620,11/11/2021 03:25:52 PM,0.727,0.004,0,15.36
213,37.2298432,-80.4256512,620,11/11/2021 03:25:53 PM,0.731,0.004,344,14.66
214,37.2298688,-80.425664,620,11/11/2021 03:25:54 PM,0.734,0.003,338,11.02
215,37.2299008,-80.4256832,621,11/11/2021 03:25:55 PM,0.738,0.004,334,14.19
216,37.2299264,-80.425696,621,11/11/2021 03:25:56 PM,0.741,0.003,338,11.02
217,37.2299552,-80.4257152,621,11/11/2021 03:25:57 PM,0.744,0.004,332,13.04
218,37.229968,-80.425728,621,11/11/2021 03:25:58 PM,0.746,0.002,321,6.55
219,37.2299776,-80.4257408,621,11/11/2021 03:25:59 PM,0.748,0.002,313,5.6
220,37.2299776,-80.4257408,621,11/11/2021 03:26:00 PM,0.748,0,0,0
221,37.2299776,-80.4257408,621,11/11/2021 03:26:01 PM,0.748,0,0,0
222,37.2299776,-80.4257408,621,11/11/2021 03:26:02 PM,0.748,0,0,0
223,37.2299776,-80.4257408,621,11/11/2021 03:26:03 PM,0.748,0,0,0
224,37.2299776,-80.4257408,621,11/11/2021 03:26:04 PM,0.748,0,0,0
225,37.2299776,-80.4257408,621,11/11/2021 03:26:05 PM,0.748,0,0,0
226,37.2299776,-80.4257408,621,11/11/2021 03:26:06 PM,0.748,0,0,0
227,37.2299776,-80.4257408,621,11/11/2021 03:26:07 PM,0.748,0,0,0
228,37.2299776,-80.4257408,621,11/11/2021 03:26:08 PM,0.748,0,0,0
229,37.2299776,-80.4257408,621,11/11/2021 03:26:09 PM,0.748,0,0,0
230,37.2299808,-80.4257408,621,11/11/2021 03:26:10 PM,0.748,0,0,1.28
231,37.2299808,-80.4257344,620,11/11/2021 03:26:11 PM,0.749,0.001,90,2.04
232,37.2299776,-80.4257344,620,11/11/2021 03:26:12 PM,0.749,0,180,1.28
233,37.2299776,-80.4257216,620,11/11/2021 03:26:13 PM,0.75,0.001,90,4.08
234,37.2299744,-80.4257152,620,11/11/2021 03:26:14 PM,0.751,0.001,122,2.41
235,37.229968,-80.4257024,620,11/11/2021 03:26:15 PM,0.752,0.001,122,4.81
236,37.2299648,-80.425696,620,11/11/2021 03:26:16 PM,0.753,0.001,122,2.41
237,37.2299552,-80.4256896,620,11/11/2021 03:26:17 PM,0.754,0.001,152,4.35
238,37.2299488,-80.4256832,620,11/11/2021 03:26:18 PM,0.755,0.001,141,3.27
239,37.2299392,-80.4256832,620,11/11/2021 03:26:19 PM,0.756,0.001,180,3.84
240,37.229936,-80.4256832,620,11/11/2021 03:26:20 PM,0.756,0,180,1.28
241,37.2299296,-80.4256832,620,11/11/2021 03:26:21 PM,0.757,0.001,180,2.56
242,37.2299264,-80.4256896,621,11/11/2021 03:26:22 PM,0.758,0.001,238,2.41
243,37.22992,-80.4257024,621,11/11/2021 03:26:23 PM,0.759,0.001,238,4.81
244,37.2299104,-80.4257024,622,11/11/2021 03:26:24 PM,0.76,0.001,180,3.84
245,37.2299104,-80.4257024,621,11/11/2021 03:26:25 PM,0.76,0,0,0
246,37.22992,-80.4257024,621,11/11/2021 03:26:26 PM,0.761,0.001,0,3.84
247,37.2299232,-80.4257152,620,11/11/2021 03:26:27 PM,0.762,0.001,287,4.27
248,37.2299232,-80.4257152,620,11/11/2021 03:26:28 PM,0.762,0,0,0
249,37.2299232,-80.4257216,620,11/11/2021 03:26:29 PM,0.763,0.001,270,2.04
250,37.22992,-80.425728,621,11/11/2021 03:26:30 PM,0.764,0.001,238,2.41
251,37.22992,-80.4257344,621,11/11/2021 03:26:31 PM,0.764,0.001,270,2.04
252,37.2299232,-80.4257408,621,11/11/2021 03:26:32 PM,0.765,0.001,302,2.41
253,37.22992,-80.4257536,621,11/11/2021 03:26:33 PM,0.766,0.001,253,4.27
254,37.2299168,-80.42576,621,11/11/2021 03:26:34 PM,0.767,0.001,238,2.41
255,37.2299104,-80.42576,621,11/11/2021 03:26:35 PM,0.767,0.001,180,2.56
256,37.2299072,-80.4257664,621,11/11/2021 03:26:36 PM,0.768,0.001,238,2.41
257,37.2299008,-80.4257728,621,11/11/2021 03:26:37 PM,0.769,0.001,219,3.27
258,37.2298976,-80.4257728,622,11/11/2021 03:26:38 PM,0.769,0,180,1.28
259,37.2298976,-80.4257664,621,11/11/2021 03:26:39 PM,0.77,0.001,90,2.04
260,37.2298976,-80.42576,621,11/11/2021 03:26:40 PM,0.77,0.001,90,2.04
261,37.2298976,-80.4257664,621,11/11/2021 03:26:41 PM,0.771,0.001,270,2.04
262,37.2298976,-80.4257664,621,11/11/2021 03:26:42 PM,0.771,0,0,0
263,37.2298976,-80.4257664,621,11/11/2021 03:26:43 PM,0.771,0,0,0
264,37.2298976,-80.4257664,622,11/11/2021 03:26:44 PM,0.771,0,0,0
265,37.2298976,-80.4257664,622,11/11/2021 03:26:45 PM,0.771,0,0,0
266,37.2298976,-80.4257664,622,11/11/2021 03:26:46 PM,0.771,0,0,0
267,37.2298976,-80.4257664,622,11/11/2021 03:26:47 PM,0.771,0,0,0
268,37.2298976,-80.4257664,622,11/11/2021 03:26:48 PM,0.771,0,0,0
269,37.2298976,-80.4257664,622,11/11/2021 03:26:49 PM,0.771,0,0,0
270,37.2298976,-80.4257664,622,11/11/2021 03:26:50 PM,0.771,0,0,0
271,37.2298976,-80.4257664,622,11/11/2021 03:26:51 PM,0.771,0,0,0
272,37.2298976,-80.4257664,622,11/11/2021 03:26:52 PM,0.771,0,0,0
273,37.2298976,-80.42576,622,11/11/2021 03:26:53 PM,0.772,0.001,90,2.04
274,37.2298976,-80.4257536,622,11/11/2021 03:26:54 PM,0.772,0.001,90,2.04
275,37.2299008,-80.4257536,621,11/11/2021 03:26:55 PM,0.773,0,0,1.28
276,37.2299008,-80.4257408,621,11/11/2021 03:26:56 PM,0.774,0.001,90,4.08
277,37.229904,-80.4257408,621,11/11/2021 03:26:57 PM,0.774,0,0,1.28
278,37.229904,-80.4257408,621,11/11/2021 03:26:58 PM,0.774,0,0,0
279,37.229904,-80.4257408,621,11/11/2021 03:26:59 PM,0.774,0,0,0
280,37.229904,-80.4257536,622,11/11/2021 03:27:00 PM,0.775,0.001,270,4.08
281,37.229904,-80.4257536,622,11/11/2021 03:27:01 PM,0.775,0,0,0
282,37.229904,-80.4257536,622,11/11/2021 03:27:02 PM,0.775,0,0,0
283,37.229904,-80.4257536,622,11/11/2021 03:27:03 PM,0.775,0,0,0
284,37.229904,-80.4257408,622,11/11/2021 03:27:04 PM,0.776,0.001,90,4.08
285,37.2299008,-80.4257408,622,11/11/2021 03:27:05 PM,0.777,0,180,1.28
286,37.2298976,-80.4257408,622,11/11/2021 03:27:06 PM,0.777,0,180,1.28
